tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,postal code,year,month,birth year,gender
515,01/11/2020 05:41:07,01/11/2020 05:49:42,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,193,Brookline Town Hall,42.33376473,-71.12046447,6433,Customer,2134,2020,11,,
917,01/11/2020 05:41:21,01/11/2020 05:56:39,222,Troy Boston,42.343749,-71.062256,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,6065,Subscriber,2118,2020,11,,
664,01/11/2020 05:41:46,01/11/2020 05:52:51,149,175 N Harvard St,42.363796,-71.129164,99,Wilson Square,42.38567579,-71.11412136,4765,Subscriber,2134,2020,11,,
103,01/11/2020 05:49:00,01/11/2020 05:50:43,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,6346,Subscriber,2135,2020,11,,
483,01/11/2020 05:49:26,01/11/2020 05:57:30,365,Harrison Ave at Bennet St,42.3494261,-71.0620996,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699,2162,Subscriber,2111,2020,11,,
472,01/11/2020 05:50:47,01/11/2020 05:58:40,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,33,Kenmore Square,42.348706,-71.097009,5603,Subscriber,2446,2020,11,,
584,01/11/2020 05:53:24,01/11/2020 06:03:08,131,Jackson Square T Stop,42.32293117,-71.10014141,364,Tremont St at Northampton St,42.3388956,-71.08149976,3729,Subscriber,2130,2020,11,,
1068,01/11/2020 05:59:52,01/11/2020 06:17:40,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,2467,Subscriber,2145,2020,11,,
281,01/11/2020 06:02:42,01/11/2020 06:07:24,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,2835,Customer,6268,2020,11,,
664,01/11/2020 06:03:19,01/11/2020 06:14:23,85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,459,Canal St at Causeway St,42.36530095,-71.06092191,6004,Customer,,2020,11,,
3357,01/11/2020 06:04:15,01/11/2020 07:00:12,342,Boylston St at Jersey St,42.34465063,-71.09732501,342,Boylston St at Jersey St,42.34465063,-71.09732501,5019,Subscriber,2215,2020,11,,
603,01/11/2020 06:07:31,01/11/2020 06:17:35,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,459,Canal St at Causeway St,42.36530095,-71.06092191,4687,Subscriber,2116,2020,11,,
523,01/11/2020 06:08:26,01/11/2020 06:17:09,6,Cambridge St at Joy St,42.36125722,-71.06528744,120,Beacon St at Charles St,42.356052,-71.069849,4350,Subscriber,2114,2020,11,,
412,01/11/2020 06:09:22,01/11/2020 06:16:14,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,404,Mass Ave T Station,42.34135616,-71.08336953,2296,Subscriber,2119,2020,11,,
140,01/11/2020 06:10:29,01/11/2020 06:12:50,51,Washington St at Lenox St,42.33509899,-71.07903779,364,Tremont St at Northampton St,42.3388956,-71.08149976,2543,Subscriber,2130,2020,11,,
436,01/11/2020 06:10:45,01/11/2020 06:18:02,98,Warren St at Chelsea St,42.371848,-71.060292,6,Cambridge St at Joy St,42.36125722,-71.06528744,5195,Subscriber,20003,2020,11,,
1760,01/11/2020 06:11:06,01/11/2020 06:40:27,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,228,One Memorial Drive,42.36161932,-71.08043551,5664,Customer,,2020,11,,
450,01/11/2020 06:12:13,01/11/2020 06:19:44,404,Mass Ave T Station,42.34135616,-71.08336953,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,6158,Subscriber,2118,2020,11,,
429,01/11/2020 06:13:13,01/11/2020 06:20:23,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,5398,Subscriber,2446,2020,11,,
541,01/11/2020 06:15:21,01/11/2020 06:24:23,446,700 Commonwealth Ave.,42.34960945,-71.10391524,61,Boylston St at Fairfield St,42.348762,-71.082383,5667,Subscriber,2215,2020,11,,
1251,01/11/2020 06:18:16,01/11/2020 06:39:08,346,Cleveland Circle,42.33554308,-71.1506152,344,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,2802,Subscriber,2135,2020,11,,
248,01/11/2020 06:18:24,01/11/2020 06:22:32,52,Newbury St at Hereford St,42.348717,-71.085954,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,6094,Subscriber,2215,2020,11,,
11402,01/11/2020 06:19:04,01/11/2020 09:29:06,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,454,Boylston St at Dartmouth St,42.3501061,-71.07720464,1953,Customer,2116,2020,11,,
133,01/11/2020 06:19:29,01/11/2020 06:21:43,51,Washington St at Lenox St,42.33509899,-71.07903779,364,Tremont St at Northampton St,42.3388956,-71.08149976,3958,Subscriber,2130,2020,11,,
820,01/11/2020 06:21:26,01/11/2020 06:35:07,58,Mugar Way at Beacon St,42.35553628,-71.0728687,11,Longwood Ave at Binney St,42.338629,-71.1065,3518,Subscriber,2116,2020,11,,
1909,01/11/2020 06:21:42,01/11/2020 06:53:32,412,Washington St at Peters Park,42.34303291,-71.0668873,180,Mt Auburn,42.37478629,-71.13320231,5177,Subscriber,2118,2020,11,,
798,01/11/2020 06:23:27,01/11/2020 06:36:46,19,Park Dr at Buswell St,42.347241,-71.105301,415,Stuart St at Berkeley St,42.34954403,-71.07242074,5646,Customer,2215,2020,11,,
2341,01/11/2020 06:23:31,01/11/2020 07:02:33,260,Fields Corner T Stop,42.300664,-71.060295,131,Jackson Square T Stop,42.32293117,-71.10014141,5210,Customer,2130,2020,11,,
930,01/11/2020 06:25:11,01/11/2020 06:40:41,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,239,Community Path at Cedar Street,42.39407224,-71.11133695,5727,Subscriber,2144,2020,11,,
2360,01/11/2020 06:25:50,01/11/2020 07:05:11,19,Park Dr at Buswell St,42.347241,-71.105301,19,Park Dr at Buswell St,42.347241,-71.105301,6371,Subscriber,2215,2020,11,,
460,01/11/2020 06:26:20,01/11/2020 06:34:01,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,11,Longwood Ave at Binney St,42.338629,-71.1065,4994,Subscriber,2446,2020,11,,
386,01/11/2020 06:27:43,01/11/2020 06:34:09,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026,-71.04167744,35,Arch St at Franklin St,42.35533502,-71.05822917,6408,Subscriber,2123,2020,11,,
149,01/11/2020 06:28:13,01/11/2020 06:30:42,51,Washington St at Lenox St,42.33509899,-71.07903779,364,Tremont St at Northampton St,42.3388956,-71.08149976,3919,Subscriber,2130,2020,11,,
765,01/11/2020 06:28:56,01/11/2020 06:41:42,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,11,Longwood Ave at Binney St,42.338629,-71.1065,5857,Customer,2134,2020,11,,
744,01/11/2020 06:36:45,01/11/2020 06:49:10,227,Silber Way,42.349496,-71.10057592,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,3163,Customer,20191,2020,11,,
272,01/11/2020 06:36:53,01/11/2020 06:41:26,128,E Cottage St at Columbia Rd,42.320561,-71.06198,113,Andrew T Stop - Dorchester Ave at Dexter St,42.33047365,-71.05701685,5668,Customer,,2020,11,,
223,01/11/2020 06:36:54,01/11/2020 06:40:38,32,Landmark Center - Brookline Ave at Park Dr,42.34369056,-71.10235287,11,Longwood Ave at Binney St,42.338629,-71.1065,3485,Subscriber,2215,2020,11,,
158,01/11/2020 06:37:28,01/11/2020 06:40:07,51,Washington St at Lenox St,42.33509899,-71.07903779,364,Tremont St at Northampton St,42.3388956,-71.08149976,4688,Subscriber,2130,2020,11,,
741,01/11/2020 06:37:53,01/11/2020 06:50:14,333,699 Mt Auburn St,42.37500235,-71.14871614,29,Innovation Lab - 125 Western Ave at Batten Way,42.36314499,-71.12298574,5157,Subscriber,2138,2020,11,,
170,01/11/2020 06:38:14,01/11/2020 06:41:05,206,Government Center - Cambridge St at Court St,42.3598254,-71.05979576,6,Cambridge St at Joy St,42.36125722,-71.06528744,4862,Subscriber,2116,2020,11,,
449,01/11/2020 06:39:36,01/11/2020 06:47:06,33,Kenmore Square,42.348706,-71.097009,5,Northeastern University - North Parking Lot,42.341814,-71.090179,2135,Subscriber,2472,2020,11,,
1141,01/11/2020 06:41:28,01/11/2020 07:00:30,351,Faneuil St at Arlington St,42.35276621,-71.15988486,380,Mass Ave at Albany St,42.36135838,-71.09670274,4223,Subscriber,2135,2020,11,,
712,01/11/2020 06:42:16,01/11/2020 06:54:09,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,4349,Subscriber,2138,2020,11,,
425,01/11/2020 06:42:57,01/11/2020 06:50:03,72,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,6045,Subscriber,2140,2020,11,,
568,01/11/2020 06:43:10,01/11/2020 06:52:39,23,Boston City Hall - 28 State St,42.35892,-71.057629,98,Warren St at Chelsea St,42.371848,-71.060292,2236,Customer,2128,2020,11,,
274,01/11/2020 06:43:28,01/11/2020 06:48:02,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,6030,Subscriber,2118,2020,11,,
2799,01/11/2020 06:46:41,01/11/2020 07:33:20,296,Farragut Rd at E. 6th St,42.3334,-71.02495,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,5625,Subscriber,2446,2020,11,,
160,01/11/2020 06:46:49,01/11/2020 06:49:30,51,Washington St at Lenox St,42.33509899,-71.07903779,364,Tremont St at Northampton St,42.3388956,-71.08149976,2373,Subscriber,2130,2020,11,,
433,01/11/2020 06:47:11,01/11/2020 06:54:25,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,39,Washington St at Rutland St,42.3385146,-71.07404083,2362,Subscriber,2536,2020,11,,
2752,01/11/2020 06:47:23,01/11/2020 07:33:15,296,Farragut Rd at E. 6th St,42.3334,-71.02495,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,4883,Customer,2446,2020,11,,
2747,01/11/2020 06:47:29,01/11/2020 07:33:16,296,Farragut Rd at E. 6th St,42.3334,-71.02495,122,Burlington Ave at Brookline Ave,42.345733,-71.100694,2056,Customer,2446,2020,11,,
466,01/11/2020 06:49:23,01/11/2020 06:57:10,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,2533,Subscriber,2115,2020,11,,
270,01/11/2020 06:50:52,01/11/2020 06:55:23,57,Massachusetts Ave at Columbus Ave,42.33949454,-71.08020781,352,Ring Rd,42.34827839,-71.08044855,4707,Subscriber,2130,2020,11,,
570,01/11/2020 06:51:28,01/11/2020 07:00:58,378,191 Beacon St,42.38032335,-71.10878613,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,4457,Subscriber,2143,2020,11,,
630,01/11/2020 06:51:50,01/11/2020 07:02:21,364,Tremont St at Northampton St,42.3388956,-71.08149976,11,Longwood Ave at Binney St,42.338629,-71.1065,3958,Subscriber,2118,2020,11,,
732,01/11/2020 06:53:26,01/11/2020 07:05:39,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,2482,Subscriber,2139,2020,11,,
930,01/11/2020 06:56:34,01/11/2020 07:12:05,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,333,699 Mt Auburn St,42.37500235,-71.14871614,5245,Subscriber,2138,2020,11,,
79,01/11/2020 06:58:08,01/11/2020 06:59:28,61,Boylston St at Fairfield St,42.348762,-71.082383,372,Boylston St at Exeter St,42.34958942,-71.07946779,6420,Subscriber,2130,2020,11,,
127,01/11/2020 06:59:10,01/11/2020 07:01:18,412,Washington St at Peters Park,42.34303291,-71.0668873,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,2065,Subscriber,2118,2020,11,,
937,01/11/2020 06:59:29,01/11/2020 07:15:06,319,84 Cambridgepark Dr,42.3936,-71.143941,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,5920,Subscriber,2446,2020,11,,
1098,01/11/2020 07:03:58,01/11/2020 07:22:17,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,54,Tremont St at West St,42.354979,-71.063348,5729,Subscriber,2215,2020,11,,
839,01/11/2020 07:04:12,01/11/2020 07:18:11,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3846,Subscriber,2138,2020,11,,
494,01/11/2020 07:04:54,01/11/2020 07:13:09,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,58,Mugar Way at Beacon St,42.35553628,-71.0728687,3409,Subscriber,2215,2020,11,,
303,01/11/2020 07:05:00,01/11/2020 07:10:03,107,Ames St at Main St,42.3625,-71.08822,398,75 Binney St,42.36550729,-71.0801376,2283,Subscriber,2139,2020,11,,
405,01/11/2020 07:09:22,01/11/2020 07:16:07,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,4979,Subscriber,7417,2020,11,,
373,01/11/2020 07:10:06,01/11/2020 07:16:19,139,Dana Park,42.36178044,-71.10809952,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,5054,Subscriber,2139,2020,11,,
63,01/11/2020 07:10:33,01/11/2020 07:11:37,352,Ring Rd,42.34827839,-71.08044855,372,Boylston St at Exeter St,42.34958942,-71.07946779,2434,Subscriber,2130,2020,11,,
454,01/11/2020 07:10:58,01/11/2020 07:18:33,11,Longwood Ave at Binney St,42.338629,-71.1065,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,3958,Subscriber,2115,2020,11,,
811,01/11/2020 07:12:27,01/11/2020 07:25:59,47,Cross St at Hanover St,42.362811,-71.056067,63,Dorchester Ave at Gillette Park,42.34404051,-71.05737627,2961,Subscriber,2127,2020,11,,
376,01/11/2020 07:13:07,01/11/2020 07:19:24,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,4833,Subscriber,2139,2020,11,,
1072,01/11/2020 07:14:13,01/11/2020 07:32:05,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36912158,-71.11638672,11,Longwood Ave at Binney St,42.338629,-71.1065,6141,Subscriber,44095,2020,11,,
2045,01/11/2020 07:14:35,01/11/2020 07:48:40,359,One Brigham Circle,42.3339227,-71.10446509,47,Cross St at Hanover St,42.362811,-71.056067,2728,Subscriber,2113,2020,11,,
811,01/11/2020 07:16:27,01/11/2020 07:29:59,126,Egleston Square - Atherton St at Washington St,42.315692,-71.098634,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,2629,Subscriber,2130,2020,11,,
111,01/11/2020 07:17:15,01/11/2020 07:19:07,352,Ring Rd,42.34827839,-71.08044855,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,4172,Subscriber,2130,2020,11,,
1191,01/11/2020 07:17:24,01/11/2020 07:37:16,235,East Somerville Library (Broadway and Illinois),42.38762811,-71.08318716,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3414,Subscriber,2139,2020,11,,
608,01/11/2020 07:17:45,01/11/2020 07:27:53,17,Soldiers Field Park - 111 Western Ave,42.36426344,-71.1182757,15,Brighton Mills - 370 Western Ave,42.36154571,-71.13776207,4996,Subscriber,2139,2020,11,,
355,01/11/2020 07:21:03,01/11/2020 07:26:59,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,6097,Subscriber,2139,2020,11,,
225,01/11/2020 07:21:38,01/11/2020 07:25:23,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,4378,Subscriber,2118,2020,11,,
84,01/11/2020 07:22:44,01/11/2020 07:24:09,352,Ring Rd,42.34827839,-71.08044855,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,5068,Subscriber,2130,2020,11,,
285,01/11/2020 07:23:34,01/11/2020 07:28:20,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,26,Washington St at Waltham St,42.34157472,-71.0689044,4093,Subscriber,2118,2020,11,,
1862,01/11/2020 07:24:17,01/11/2020 07:55:20,77,Somerville City Hall,42.386844,-71.09812,61,Boylston St at Fairfield St,42.348762,-71.082383,4133,Subscriber,2125,2020,11,,
200,01/11/2020 07:25:18,01/11/2020 07:28:38,364,Tremont St at Northampton St,42.3388956,-71.08149976,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,3729,Subscriber,2118,2020,11,,
782,01/11/2020 07:25:43,01/11/2020 07:38:46,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,2696,Subscriber,2141,2020,11,,
268,01/11/2020 07:26:27,01/11/2020 07:30:56,359,One Brigham Circle,42.3339227,-71.10446509,5,Northeastern University - North Parking Lot,42.341814,-71.090179,3208,Subscriber,2120,2020,11,,
1152,01/11/2020 07:26:51,01/11/2020 07:46:03,191,Tappan St at Brookline Hills MBTA,42.33209606,-71.12845883,351,Faneuil St at Arlington St,42.35276621,-71.15988486,6118,Customer,2135,2020,11,,
635,01/11/2020 07:27:18,01/11/2020 07:37:54,11,Longwood Ave at Binney St,42.338629,-71.1065,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,5857,Subscriber,2115,2020,11,,
71,01/11/2020 07:29:06,01/11/2020 07:30:18,372,Boylston St at Exeter St,42.34958942,-71.07946779,454,Boylston St at Dartmouth St,42.3501061,-71.07720464,2434,Subscriber,2130,2020,11,,
397,01/11/2020 07:29:10,01/11/2020 07:35:47,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,4833,Subscriber,2139,2020,11,,
325,01/11/2020 07:30:20,01/11/2020 07:35:45,201,NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946,282,Stony Brook T Stop,42.316966,-71.104374,5369,Subscriber,2121,2020,11,,
1761,01/11/2020 07:33:40,01/11/2020 08:03:02,415,Stuart St at Berkeley St,42.34954403,-71.07242074,273,Forest Hills,42.300923,-71.114249,3238,Subscriber,2116,2020,11,,
267,01/11/2020 07:35:23,01/11/2020 07:39:50,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,13,Boston Medical Center - E Concord St at Harrison Ave,42.33639915,-71.07306711,4728,Subscriber,2118,2020,11,,
884,01/11/2020 07:35:37,01/11/2020 07:50:21,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,2390,Subscriber,2134,2020,11,,
291,01/11/2020 07:35:48,01/11/2020 07:40:39,186,Congress St at Northern Ave,42.3481,-71.03764,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026,-71.04167744,3056,Customer,2026,2020,11,,
4320,01/11/2020 07:35:48,01/11/2020 08:47:48,186,Congress St at Northern Ave,42.3481,-71.03764,186,Congress St at Northern Ave,42.3481,-71.03764,2677,Customer,2026,2020,11,,
68,01/11/2020 07:35:52,01/11/2020 07:37:00,372,Boylston St at Exeter St,42.34958942,-71.07946779,454,Boylston St at Dartmouth St,42.3501061,-71.07720464,3811,Subscriber,2130,2020,11,,
956,01/11/2020 07:36:24,01/11/2020 07:52:21,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,51,Washington St at Lenox St,42.33509899,-71.07903779,2607,Subscriber,2134,2020,11,,
1319,01/11/2020 07:38:33,01/11/2020 08:00:32,458,Watertown Sq,42.36526032,-71.18573324,175,Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189,5822,Subscriber,2472,2020,11,,
1228,01/11/2020 07:38:46,01/11/2020 07:59:15,184,Sidney Research Campus/Erie Street at Waverly,42.35775309,-71.10393405,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,5303,Customer,1450,2020,11,,
1227,01/11/2020 07:38:53,01/11/2020 07:59:21,184,Sidney Research Campus/Erie Street at Waverly,42.35775309,-71.10393405,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,2229,Subscriber,2446,2020,11,,
2131,01/11/2020 07:40:25,01/11/2020 08:15:56,6,Cambridge St at Joy St,42.36125722,-71.06528744,131,Jackson Square T Stop,42.32293117,-71.10014141,2431,Subscriber,2114,2020,11,,
1962,01/11/2020 07:41:11,01/11/2020 08:13:54,6,Cambridge St at Joy St,42.36125722,-71.06528744,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,4862,Customer,2113,2020,11,,
300,01/11/2020 07:43:51,01/11/2020 07:48:52,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,5,Northeastern University - North Parking Lot,42.341814,-71.090179,4355,Subscriber,2119,2020,11,,
418,01/11/2020 07:44:18,01/11/2020 07:51:16,86,Brookline Village - Station Street at MBTA,42.33274392,-71.11626681,359,One Brigham Circle,42.3339227,-71.10446509,5995,Subscriber,2115,2020,11,,
69,01/11/2020 07:44:33,01/11/2020 07:45:43,372,Boylston St at Exeter St,42.34958942,-71.07946779,454,Boylston St at Dartmouth St,42.3501061,-71.07720464,6420,Subscriber,2130,2020,11,,
279,01/11/2020 07:45:06,01/11/2020 07:49:45,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,318,Ames St at Broadway,42.3636929,-71.0875672,5016,Subscriber,2142,2020,11,,
848,01/11/2020 07:45:09,01/11/2020 07:59:17,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,3573,Subscriber,2138,2020,11,,
2387,01/11/2020 07:45:41,01/11/2020 08:25:29,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,129,Hayes Square - Vine St at Moulton St,42.377022,-71.056605,5959,Subscriber,2139,2020,11,,
2434,01/11/2020 07:45:49,01/11/2020 08:26:23,58,Mugar Way at Beacon St,42.35553628,-71.0728687,227,Silber Way,42.349496,-71.10057592,3040,Subscriber,2205,2020,11,,
480,01/11/2020 07:46:19,01/11/2020 07:54:20,47,Cross St at Hanover St,42.362811,-71.056067,81,Chinatown T Stop,42.352409,-71.062679,3806,Subscriber,2113,2020,11,,
2329,01/11/2020 07:46:41,01/11/2020 08:25:30,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,129,Hayes Square - Vine St at Moulton St,42.377022,-71.056605,4349,Subscriber,2115,2020,11,,
365,01/11/2020 07:47:11,01/11/2020 07:53:16,66,Commonwealth Ave at Griggs St,42.34922469,-71.13275303,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,4076,Subscriber,2135,2020,11,,
281,01/11/2020 07:48:17,01/11/2020 07:52:58,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,5,Northeastern University - North Parking Lot,42.341814,-71.090179,2519,Subscriber,2120,2020,11,,
157,01/11/2020 07:49:34,01/11/2020 07:52:12,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,386,Sennott Park Broadway at Norfolk Street,42.36860524,-71.09930186,3196,Subscriber,2139,2020,11,,
256,01/11/2020 07:50:00,01/11/2020 07:54:16,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,5,Northeastern University - North Parking Lot,42.341814,-71.090179,2767,Subscriber,2120,2020,11,,
10462,01/11/2020 07:51:39,01/11/2020 10:46:01,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36912158,-71.11638672,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36912158,-71.11638672,6000,Customer,88001,2020,11,,
531,01/11/2020 07:52:18,01/11/2020 08:01:10,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,4445,Subscriber,2139,2020,11,,
476,01/11/2020 07:52:27,01/11/2020 08:00:24,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36912158,-71.11638672,177,University Park,42.36264779,-71.10006094,3059,Subscriber,2139,2020,11,,
471,01/11/2020 07:52:34,01/11/2020 08:00:25,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,4048,Subscriber,2139,2020,11,,
1101,01/11/2020 07:53:11,01/11/2020 08:11:32,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,3787,Subscriber,6511,2020,11,,
451,01/11/2020 07:54:11,01/11/2020 08:01:43,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,381,Inman Square at Springfield St.,42.37438409,-71.10015746,2989,Subscriber,2141,2020,11,,
1105,01/11/2020 07:54:50,01/11/2020 08:13:15,82,Beacon St at Tappan St,42.3382668,-71.13894682,189,Kendall T,42.36242784,-71.08495474,3779,Subscriber,02142-1100,2020,11,,
553,01/11/2020 07:55:58,01/11/2020 08:05:12,452,Beacon St at St. Paul St,42.34373095,-71.11614107,5,Northeastern University - North Parking Lot,42.341814,-71.090179,6069,Subscriber,2445,2020,11,,
260,01/11/2020 07:56:47,01/11/2020 08:01:07,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,11,Longwood Ave at Binney St,42.338629,-71.1065,4023,Subscriber,2141,2020,11,,
1335,01/11/2020 07:58:01,01/11/2020 08:20:16,339,Archdale Rd at Washington St,42.29266593,-71.12119539,128,E Cottage St at Columbia Rd,42.320561,-71.06198,4807,Customer,2131,2020,11,,
466,01/11/2020 07:59:10,01/11/2020 08:06:56,5,Northeastern University - North Parking Lot,42.341814,-71.090179,352,Ring Rd,42.34827839,-71.08044855,2135,Subscriber,2115,2020,11,,
590,01/11/2020 07:59:50,01/11/2020 08:09:40,193,Brookline Town Hall,42.33376473,-71.12046447,354,Washington St at Egremont Rd,42.34286835,-71.14127841,3479,Customer,2445,2020,11,,
690,01/11/2020 08:00:50,01/11/2020 08:12:21,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,4940,Subscriber,2138,2020,11,,
305,01/11/2020 08:01:28,01/11/2020 08:06:34,47,Cross St at Hanover St,42.362811,-71.056067,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,2702,Subscriber,1921,2020,11,,
642,01/11/2020 08:02:20,01/11/2020 08:13:03,234,Broadway at Central St,42.3951715,-71.09850592,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,2718,Subscriber,2145,2020,11,,
