tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,year,month
782,01/12/2019 11:40:35,01/12/2019 11:53:38,352,Ring Rd,42.34827839,-71.08044855,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,2124,Customer,1969,0,2019,12
206,01/12/2019 11:40:47,01/12/2019 11:44:14,409,Elm St at White St,42.38952436,-71.1169414,71,Conway Park - Somerville Avenue,42.383405,-71.107593,3215,Subscriber,1985,1,2019,12
429,01/12/2019 11:41:01,01/12/2019 11:48:10,234,Broadway at Central St,42.3951715,-71.09850592,441,Sullivan Square,42.38445226,-71.07514855,4847,Subscriber,1989,1,2019,12
851,01/12/2019 11:41:27,01/12/2019 11:55:39,415,Stuart St at Berkeley St,42.34954403,-71.07242074,179,MIT Vassar St,42.35560121,-71.10394478,5944,Subscriber,1999,1,2019,12
282,01/12/2019 11:41:28,01/12/2019 11:46:11,115,Porter Square Station,42.387995,-71.119084,71,Conway Park - Somerville Avenue,42.383405,-71.107593,3111,Subscriber,1989,1,2019,12
524,01/12/2019 11:41:34,01/12/2019 11:50:18,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,21,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,3233,Customer,1998,1,2019,12
2105,01/12/2019 11:42:04,01/12/2019 12:17:09,359,One Brigham Circle,42.3339227,-71.10446509,356,Charlestown Navy Yard,42.37412455,-71.054812,5904,Subscriber,1989,1,2019,12
1808,01/12/2019 11:42:30,01/12/2019 12:12:38,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,5312,Subscriber,1997,1,2019,12
527,01/12/2019 11:43:18,01/12/2019 11:52:06,233,St Mary's,42.34619708,-71.10728681,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,5850,Subscriber,1991,2,2019,12
124,01/12/2019 11:43:37,01/12/2019 11:45:42,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,2545,Subscriber,1993,2,2019,12
1096,01/12/2019 11:43:57,01/12/2019 12:02:14,182,Museum of Science,42.36769018,-71.07116282,330,30 Dane St,42.38100143,-71.10402523,4469,Customer,1992,1,2019,12
1580,01/12/2019 11:44:24,01/12/2019 12:10:45,342,Boylston St at Jersey St,42.34465063,-71.09732501,359,One Brigham Circle,42.3339227,-71.10446509,5402,Customer,1969,0,2019,12
482,01/12/2019 11:44:36,01/12/2019 11:52:39,189,Kendall T,42.36242784,-71.08495474,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,6026,Subscriber,1992,1,2019,12
13859,01/12/2019 11:44:51,01/12/2019 15:35:50,150,State Street at Channel Center,42.344137,-71.052608,47,Cross St at Hanover St,42.362811,-71.056067,4212,Customer,1996,1,2019,12
2207,01/12/2019 11:44:56,01/12/2019 12:21:43,71,Conway Park - Somerville Avenue,42.383405,-71.107593,282,Stony Brook T Stop,42.316966,-71.104374,4822,Customer,1990,2,2019,12
136,01/12/2019 11:44:56,01/12/2019 11:47:13,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,177,University Park,42.36264779,-71.10006094,5787,Subscriber,1989,1,2019,12
341,01/12/2019 11:45:09,01/12/2019 11:50:50,98,Warren St at Chelsea St,42.371848,-71.060292,94,Main St at Austin St,42.375603,-71.064608,5843,Subscriber,1969,2,2019,12
701,01/12/2019 11:45:11,01/12/2019 11:56:53,149,175 N Harvard St,42.363796,-71.129164,351,Faneuil St at Arlington St,42.35276621,-71.15988486,4928,Subscriber,1991,1,2019,12
587,01/12/2019 11:45:24,01/12/2019 11:55:12,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,282,Stony Brook T Stop,42.316966,-71.104374,5990,Subscriber,1993,2,2019,12
558,01/12/2019 11:45:29,01/12/2019 11:54:47,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,42.33741748,-71.10286117,3377,Subscriber,1984,2,2019,12
676,01/12/2019 11:45:53,01/12/2019 11:57:10,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,6142,Subscriber,1995,1,2019,12
1564,01/12/2019 11:45:58,01/12/2019 12:12:03,58,Mugar Way at Beacon St,42.35553628,-71.0728687,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,4738,Subscriber,1980,1,2019,12
1440,01/12/2019 11:46:01,01/12/2019 12:10:02,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,4868,Subscriber,1992,1,2019,12
1435,01/12/2019 11:46:10,01/12/2019 12:10:05,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,6002,Subscriber,1992,2,2019,12
441,01/12/2019 11:46:13,01/12/2019 11:53:35,409,Elm St at White St,42.38952436,-71.1169414,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,5906,Subscriber,1988,1,2019,12
307,01/12/2019 11:46:53,01/12/2019 11:52:00,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026,-71.04167744,426,Surface Rd at Summer St,42.3529457,-71.05656401,5824,Subscriber,1965,1,2019,12
776,01/12/2019 11:47:07,01/12/2019 12:00:04,39,Washington St at Rutland St,42.3385146,-71.07404083,352,Ring Rd,42.34827839,-71.08044855,6041,Subscriber,1996,2,2019,12
672,01/12/2019 11:47:12,01/12/2019 11:58:24,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,5575,Subscriber,1993,2,2019,12
238,01/12/2019 11:47:18,01/12/2019 11:51:17,150,State Street at Channel Center,42.344137,-71.052608,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,4032,Subscriber,1987,1,2019,12
630,01/12/2019 11:47:29,01/12/2019 11:58:00,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,408,Edgerly Education Center,42.38717463,-71.08714389,3207,Customer,1988,1,2019,12
550,01/12/2019 11:47:36,01/12/2019 11:56:47,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,4,Tremont St at E Berkeley St,42.345392,-71.069616,5950,Subscriber,1991,1,2019,12
1006,01/12/2019 11:47:40,01/12/2019 12:04:26,47,Cross St at Hanover St,42.362811,-71.056067,21,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,3270,Subscriber,1981,1,2019,12
834,01/12/2019 11:48:23,01/12/2019 12:02:18,329,Washington St at Myrtle St,42.380998,-71.08721308,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,5475,Subscriber,1991,1,2019,12
738,01/12/2019 11:48:28,01/12/2019 12:00:47,359,One Brigham Circle,42.3339227,-71.10446509,21,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,3545,Subscriber,1990,1,2019,12
163,01/12/2019 11:48:59,01/12/2019 11:51:42,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,179,MIT Vassar St,42.35560121,-71.10394478,5164,Subscriber,1996,2,2019,12
487,01/12/2019 11:49:18,01/12/2019 11:57:25,337,Roslindale Village - South St,42.287072,-71.127754,442,Hyde Park Ave at Walk Hill St,42.29606705,-71.116012,4019,Subscriber,1992,1,2019,12
831,01/12/2019 11:49:31,01/12/2019 12:03:22,234,Broadway at Central St,42.3951715,-71.09850592,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,4378,Subscriber,1989,2,2019,12
732,01/12/2019 11:49:34,01/12/2019 12:01:47,163,The Lawn on D,42.344792,-71.044024,222,Troy Boston,42.343749,-71.062256,3840,Subscriber,1990,1,2019,12
1276,01/12/2019 11:49:46,01/12/2019 12:11:02,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,6156,Subscriber,1988,2,2019,12
1294,01/12/2019 11:49:53,01/12/2019 12:11:27,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,3740,Subscriber,1995,1,2019,12
232,01/12/2019 11:50:13,01/12/2019 11:54:05,149,175 N Harvard St,42.363796,-71.129164,17,Soldiers Field Park - 111 Western Ave,42.36426344,-71.1182757,4466,Subscriber,1996,1,2019,12
603,01/12/2019 11:50:16,01/12/2019 12:00:20,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,19,Park Dr at Buswell St,42.347241,-71.105301,3229,Subscriber,1993,2,2019,12
1000,01/12/2019 11:50:20,01/12/2019 12:07:00,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,2773,Subscriber,1983,2,2019,12
334,01/12/2019 11:50:38,01/12/2019 11:56:13,59,Chinatown Gate Plaza,42.351356,-71.059367,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,2297,Subscriber,1991,1,2019,12
682,01/12/2019 11:50:43,01/12/2019 12:02:05,163,The Lawn on D,42.344792,-71.044024,222,Troy Boston,42.343749,-71.062256,5430,Customer,1969,0,2019,12
927,01/12/2019 11:51:24,01/12/2019 12:06:52,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,3442,Subscriber,1990,2,2019,12
821,01/12/2019 11:51:43,01/12/2019 12:05:24,378,191 Beacon St,42.38032335,-71.10878613,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,5615,Customer,1969,0,2019,12
234,01/12/2019 11:52:10,01/12/2019 11:56:05,81,Chinatown T Stop,42.352409,-71.062679,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,4421,Subscriber,1993,2,2019,12
390,01/12/2019 11:52:16,01/12/2019 11:58:47,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,446,700 Commonwealth Ave.,42.34960945,-71.10391524,2545,Subscriber,1993,2,2019,12
402,01/12/2019 11:52:33,01/12/2019 11:59:15,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,66,Commonwealth Ave at Griggs St,42.34922469,-71.13275303,5346,Subscriber,1993,1,2019,12
1411,01/12/2019 11:52:52,01/12/2019 12:16:23,11,Longwood Ave at Binney St,42.338629,-71.1065,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,3852,Customer,1980,1,2019,12
702,01/12/2019 11:53:40,01/12/2019 12:05:23,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,42.36919032,-71.11714125,189,Kendall T,42.36242784,-71.08495474,5831,Subscriber,1990,1,2019,12
351,01/12/2019 11:54:06,01/12/2019 11:59:57,44,Congress St at Boston City Hall,42.36041775,-71.05752244,426,Surface Rd at Summer St,42.3529457,-71.05656401,3571,Customer,1969,0,2019,12
320,01/12/2019 11:54:12,01/12/2019 11:59:33,44,Congress St at Boston City Hall,42.36041775,-71.05752244,426,Surface Rd at Summer St,42.3529457,-71.05656401,5248,Customer,1969,0,2019,12
286,01/12/2019 11:54:25,01/12/2019 11:59:12,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,4044,Subscriber,1993,1,2019,12
694,01/12/2019 11:54:29,01/12/2019 12:06:03,182,Museum of Science,42.36769018,-71.07116282,98,Warren St at Chelsea St,42.371848,-71.060292,5576,Subscriber,1974,2,2019,12
1288,01/12/2019 11:54:43,01/12/2019 12:16:12,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,391,Encore,42.39329263,-71.0724476,3357,Subscriber,1989,1,2019,12
699,01/12/2019 11:54:49,01/12/2019 12:06:29,78,Union Square - Somerville,42.37967148,-71.0954931,99,Wilson Square,42.38567579,-71.11412136,5789,Subscriber,1993,2,2019,12
491,01/12/2019 11:55:19,01/12/2019 12:03:30,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,39,Washington St at Rutland St,42.3385146,-71.07404083,3680,Subscriber,1984,1,2019,12
969,01/12/2019 11:55:28,01/12/2019 12:11:37,189,Kendall T,42.36242784,-71.08495474,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3160,Subscriber,1992,1,2019,12
395,01/12/2019 11:55:37,01/12/2019 12:02:12,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,338,Commonwealth Ave at Kelton St,42.34835863,-71.13997217,2929,Customer,1993,1,2019,12
125,01/12/2019 11:55:45,01/12/2019 11:57:50,177,University Park,42.36264779,-71.10006094,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5787,Subscriber,1991,1,2019,12
944,01/12/2019 11:56:22,01/12/2019 12:12:06,185,Third at Binney,42.36544486,-71.08277142,185,Third at Binney,42.36544486,-71.08277142,3261,Customer,1993,2,2019,12
1457,01/12/2019 11:56:51,01/12/2019 12:21:09,377,Perry Park,42.37927325,-71.10341903,47,Cross St at Hanover St,42.362811,-71.056067,3523,Subscriber,1994,1,2019,12
348,01/12/2019 11:57:03,01/12/2019 12:02:52,115,Porter Square Station,42.387995,-71.119084,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,3504,Subscriber,1993,1,2019,12
635,01/12/2019 11:57:07,01/12/2019 12:07:43,377,Perry Park,42.37927325,-71.10341903,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5854,Subscriber,1994,1,2019,12
248,01/12/2019 11:57:11,01/12/2019 12:01:20,49,Stuart St at Charles St,42.351146,-71.066289,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,5573,Subscriber,1988,1,2019,12
793,01/12/2019 11:57:23,01/12/2019 12:10:36,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,4016,Subscriber,1987,2,2019,12
366,01/12/2019 11:57:31,01/12/2019 12:03:38,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,5925,Subscriber,1999,1,2019,12
3311,01/12/2019 11:58:09,01/12/2019 12:53:20,371,700 Huron Ave,42.38078817,-71.15412891,367,Vassal Lane at Tobin/VLUS,42.38393225,-71.13961272,2299,Subscriber,1989,2,2019,12
284,01/12/2019 11:59:29,01/12/2019 12:04:13,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,2859,Subscriber,1991,1,2019,12
928,01/12/2019 11:59:53,01/12/2019 12:15:22,54,Tremont St at West St,42.354979,-71.063348,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,2579,Subscriber,1969,1,2019,12
547,01/12/2019 11:59:57,01/12/2019 12:09:05,143,EF - North Point Park,42.369885,-71.069957,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,4891,Subscriber,1995,1,2019,12
596,01/12/2019 12:00:24,01/12/2019 12:10:20,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,3874,Subscriber,1994,1,2019,12
317,01/12/2019 12:00:31,01/12/2019 12:05:48,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,179,MIT Vassar St,42.35560121,-71.10394478,4381,Subscriber,1986,1,2019,12
1293,01/12/2019 12:00:45,01/12/2019 12:22:19,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026,-71.04167744,3507,Customer,1995,1,2019,12
551,01/12/2019 12:00:50,01/12/2019 12:10:02,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,79,Beacon St at Washington / Kirkland,42.37842,-71.105668,4472,Subscriber,1995,2,2019,12
1185,01/12/2019 12:00:59,01/12/2019 12:20:45,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,3076,Subscriber,1959,2,2019,12
283,01/12/2019 12:01:29,01/12/2019 12:06:13,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,5727,Subscriber,1994,1,2019,12
342,01/12/2019 12:01:37,01/12/2019 12:07:19,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,3934,Subscriber,1992,1,2019,12
1305,01/12/2019 12:01:56,01/12/2019 12:23:42,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,356,Charlestown Navy Yard,42.37412455,-71.054812,5934,Customer,1990,1,2019,12
457,01/12/2019 12:02:24,01/12/2019 12:10:01,344,Commonwealth Ave at Chiswick Rd,42.34024645,-71.15168806,66,Commonwealth Ave at Griggs St,42.34922469,-71.13275303,5408,Subscriber,1991,1,2019,12
1253,01/12/2019 12:02:33,01/12/2019 12:23:27,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,356,Charlestown Navy Yard,42.37412455,-71.054812,4056,Customer,1990,1,2019,12
319,01/12/2019 12:03:01,01/12/2019 12:08:21,179,MIT Vassar St,42.35560121,-71.10394478,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,5164,Subscriber,1996,1,2019,12
1930,01/12/2019 12:03:51,01/12/2019 12:36:02,182,Museum of Science,42.36769018,-71.07116282,182,Museum of Science,42.36769018,-71.07116282,2920,Subscriber,1989,1,2019,12
326,01/12/2019 12:03:52,01/12/2019 12:09:18,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,5277,Subscriber,1969,1,2019,12
439,01/12/2019 12:03:55,01/12/2019 12:11:15,177,University Park,42.36264779,-71.10006094,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,5647,Subscriber,1996,2,2019,12
1962,01/12/2019 12:04:10,01/12/2019 12:36:52,352,Ring Rd,42.34827839,-71.08044855,352,Ring Rd,42.34827839,-71.08044855,4657,Customer,1977,1,2019,12
5528,01/12/2019 12:04:14,01/12/2019 13:36:22,328,Grove St at Community Path,42.39638681,-71.12011306,328,Grove St at Community Path,42.39638681,-71.12011306,2660,Customer,1981,2,2019,12
243,01/12/2019 12:04:42,01/12/2019 12:08:46,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,4368,Subscriber,1992,1,2019,12
337,01/12/2019 12:04:47,01/12/2019 12:10:24,21,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,4,Tremont St at E Berkeley St,42.345392,-71.069616,3303,Subscriber,1984,1,2019,12
775,01/12/2019 12:04:55,01/12/2019 12:17:50,342,Boylston St at Jersey St,42.34465063,-71.09732501,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,5319,Subscriber,1987,1,2019,12
605,01/12/2019 12:05:19,01/12/2019 12:15:24,342,Boylston St at Jersey St,42.34465063,-71.09732501,39,Washington St at Rutland St,42.3385146,-71.07404083,3941,Subscriber,1996,1,2019,12
608,01/12/2019 12:05:23,01/12/2019 12:15:32,342,Boylston St at Jersey St,42.34465063,-71.09732501,39,Washington St at Rutland St,42.3385146,-71.07404083,4404,Customer,1996,1,2019,12
377,01/12/2019 12:05:46,01/12/2019 12:12:04,399,Shawmut Ave at Oak St W,42.34854543,-71.06559185,366,Broadway T Stop,42.34278116,-71.05747275,4053,Customer,1969,0,2019,12
1053,01/12/2019 12:05:58,01/12/2019 12:23:32,381,Inman Square at Springfield St.,42.37438409,-71.10015746,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,4061,Subscriber,1987,1,2019,12
339,01/12/2019 12:05:59,01/12/2019 12:11:39,318,Ames St at Broadway,42.3636929,-71.0875672,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5918,Subscriber,1985,2,2019,12
557,01/12/2019 12:06:27,01/12/2019 12:15:45,100,Davis Square,42.396969,-71.123024,156,Somerville Hospital,42.39678589,-71.10237297,4049,Customer,1969,0,2019,12
185,01/12/2019 12:06:28,01/12/2019 12:09:33,23,Boston City Hall - 28 State St,42.35892,-71.057629,6,Cambridge St at Joy St,42.36121165,-71.0653062,2229,Subscriber,1992,1,2019,12
429,01/12/2019 12:06:32,01/12/2019 12:13:42,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,2458,Subscriber,1998,2,2019,12
384,01/12/2019 12:06:39,01/12/2019 12:13:03,100,Davis Square,42.396969,-71.123024,101,Ball Sq,42.39782213,-71.1060667,2596,Subscriber,1983,2,2019,12
166,01/12/2019 12:06:43,01/12/2019 12:09:30,100,Davis Square,42.396969,-71.123024,114,Teele Square,42.40203828,-71.12653291,3471,Subscriber,1995,1,2019,12
388,01/12/2019 12:07:02,01/12/2019 12:13:30,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,2707,Subscriber,1998,1,2019,12
312,01/12/2019 12:07:11,01/12/2019 12:12:24,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,6065,Subscriber,1995,1,2019,12
234,01/12/2019 12:07:21,01/12/2019 12:11:16,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,2485,Subscriber,1994,1,2019,12
2913,01/12/2019 12:07:48,01/12/2019 12:56:21,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,345,Park Plaza at Charles St S.,42.35182807,-71.06781138,4760,Customer,1969,0,2019,12
2251,01/12/2019 12:07:49,01/12/2019 12:45:20,296,Farragut Rd at E. 6th St,42.3334,-71.02495,296,Farragut Rd at E. 6th St,42.3334,-71.02495,3634,Subscriber,1986,2,2019,12
331,01/12/2019 12:07:58,01/12/2019 12:13:29,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,151,Surface Rd at India St,42.358155,-71.052163,3329,Subscriber,1986,1,2019,12
655,01/12/2019 12:08:11,01/12/2019 12:19:07,151,Surface Rd at India St,42.358155,-71.052163,98,Warren St at Chelsea St,42.371848,-71.060292,3922,Customer,1969,0,2019,12
293,01/12/2019 12:08:43,01/12/2019 12:13:36,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,226,Commonwealth Ave At Babcock St,42.35154735,-71.12126246,4972,Subscriber,1955,1,2019,12
403,01/12/2019 12:09:11,01/12/2019 12:15:55,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,5905,Subscriber,1996,1,2019,12
249,01/12/2019 12:09:35,01/12/2019 12:13:45,139,Dana Park,42.36178044,-71.10809952,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,545,Subscriber,1992,1,2019,12
250,01/12/2019 12:10:15,01/12/2019 12:14:26,233,St Mary's,42.34619708,-71.10728681,342,Boylston St at Jersey St,42.34465063,-71.09732501,4215,Subscriber,1993,1,2019,12
472,01/12/2019 12:10:19,01/12/2019 12:18:12,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,181,Huron Ave At Vassal Lane,42.38165061,-71.13426981,4368,Customer,1968,1,2019,12
1104,01/12/2019 12:10:22,01/12/2019 12:28:46,85,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,189,Kendall T,42.36242784,-71.08495474,4070,Subscriber,1994,1,2019,12
1054,01/12/2019 12:10:39,01/12/2019 12:28:13,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,381,Inman Square at Springfield St.,42.37438409,-71.10015746,2980,Customer,1986,1,2019,12
782,01/12/2019 12:10:50,01/12/2019 12:23:52,282,Stony Brook T Stop,42.316966,-71.104374,273,Forest Hills,42.300923,-71.114249,3239,Subscriber,1993,2,2019,12
1409,01/12/2019 12:11:19,01/12/2019 12:34:48,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,446,700 Commonwealth Ave.,42.34960945,-71.10391524,3954,Subscriber,1999,2,2019,12
226,01/12/2019 12:11:20,01/12/2019 12:15:06,33,Kenmore Square,42.348706,-71.097009,342,Boylston St at Jersey St,42.34465063,-71.09732501,4401,Subscriber,1997,2,2019,12
448,01/12/2019 12:11:20,01/12/2019 12:18:48,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,3252,Subscriber,1972,2,2019,12
753,01/12/2019 12:11:29,01/12/2019 12:24:02,342,Boylston St at Jersey St,42.34465063,-71.09732501,30,Brigham Circle - Francis St at Huntington Ave,42.33462893,-71.10407918,6139,Subscriber,1994,1,2019,12
563,01/12/2019 12:12:03,01/12/2019 12:21:26,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,23,Boston City Hall - 28 State St,42.35892,-71.057629,3592,Subscriber,1985,1,2019,12
732,01/12/2019 12:12:23,01/12/2019 12:24:36,151,Surface Rd at India St,42.358155,-71.052163,327,Main St at Thompson Sq,42.37487847,-71.06383499,2468,Subscriber,1987,1,2019,12
774,01/12/2019 12:12:50,01/12/2019 12:25:44,372,Boylston St at Exeter St,42.34958942,-71.07946779,33,Kenmore Square,42.348706,-71.097009,5688,Subscriber,2000,1,2019,12
204,01/12/2019 12:13:12,01/12/2019 12:16:37,99,Wilson Square,42.38567579,-71.11412136,115,Porter Square Station,42.387995,-71.119084,5829,Customer,1995,1,2019,12
757,01/12/2019 12:13:21,01/12/2019 12:25:59,372,Boylston St at Exeter St,42.34958942,-71.07946779,33,Kenmore Square,42.348706,-71.097009,3848,Customer,1969,0,2019,12
871,01/12/2019 12:13:47,01/12/2019 12:28:19,342,Boylston St at Jersey St,42.34465063,-71.09732501,331,Huntington Ave at Mass Art,42.33658555,-71.09886996,4358,Subscriber,1995,2,2019,12
311,01/12/2019 12:13:54,01/12/2019 12:19:06,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,381,Inman Square at Springfield St.,42.37438409,-71.10015746,2270,Customer,1969,0,2019,12
213,01/12/2019 12:14:19,01/12/2019 12:17:52,15,Brighton Mills - 370 Western Ave,42.36154571,-71.13776207,149,175 N Harvard St,42.363796,-71.129164,3055,Subscriber,1996,1,2019,12
308,01/12/2019 12:14:51,01/12/2019 12:20:00,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,4941,Subscriber,1979,1,2019,12
258,01/12/2019 12:15:21,01/12/2019 12:19:39,212,Maverick Square - Lewis Mall,42.36884408,-71.03977829,419,Central Square East Boston,42.37544913,-71.03918549,2620,Subscriber,1996,1,2019,12
995,01/12/2019 12:15:37,01/12/2019 12:32:13,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,6151,Subscriber,1997,1,2019,12
890,01/12/2019 12:16:15,01/12/2019 12:31:06,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,185,Third at Binney,42.36544486,-71.08277142,4778,Subscriber,1998,1,2019,12
