tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender,year,month
932,01/12/2019 09:45:55,01/12/2019 10:01:28,94,Main St at Austin St,42.375603,-71.064608,107,Ames St at Main St,42.3625,-71.08822,5640,Subscriber,1996,1,2019,12
462,01/12/2019 09:46:01,01/12/2019 09:53:43,101,Ball Sq,42.39782213,-71.1060667,99,Wilson Square,42.38567579,-71.11412136,3720,Subscriber,1988,1,2019,12
393,01/12/2019 09:46:30,01/12/2019 09:53:04,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3854,Subscriber,1994,1,2019,12
528,01/12/2019 09:46:30,01/12/2019 09:55:18,187,Cypress St at Clark Playground,42.32784317,-71.12536222,403,Marion St at Harvard St,42.33978053,-71.1213335,4400,Customer,1969,0,2019,12
419,01/12/2019 09:46:39,01/12/2019 09:53:38,404,Mass Ave T Station,42.34135616,-71.08336953,27,Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,2872,Customer,1969,0,2019,12
1605,01/12/2019 09:46:41,01/12/2019 10:13:27,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,236,Assembly Square T,42.39223284,-71.07746601,2848,Subscriber,1992,2,2019,12
649,01/12/2019 09:46:57,01/12/2019 09:57:47,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,3492,Customer,1991,2,2019,12
1483,01/12/2019 09:47:05,01/12/2019 10:11:49,59,Chinatown Gate Plaza,42.351356,-71.059367,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,3740,Subscriber,1980,1,2019,12
381,01/12/2019 09:47:13,01/12/2019 09:53:35,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,139,Dana Park,42.36178044,-71.10809952,5296,Subscriber,1991,2,2019,12
1413,01/12/2019 09:48:54,01/12/2019 10:12:27,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,3232,Subscriber,1987,2,2019,12
1639,01/12/2019 09:49:03,01/12/2019 10:16:22,81,Chinatown T Stop,42.352409,-71.062679,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,3561,Subscriber,1953,1,2019,12
376,01/12/2019 09:49:32,01/12/2019 09:55:49,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,149,175 N Harvard St,42.363796,-71.129164,4426,Customer,1992,1,2019,12
1527,01/12/2019 09:50:06,01/12/2019 10:15:33,206,Government Center - Cambridge St at Court St,42.35980252,-71.05960783,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374,3912,Subscriber,1995,1,2019,12
299,01/12/2019 09:50:11,01/12/2019 09:55:10,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5830,Subscriber,1987,2,2019,12
215,01/12/2019 09:50:21,01/12/2019 09:53:57,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,177,University Park,42.36264779,-71.10006094,6142,Subscriber,1996,1,2019,12
425,01/12/2019 09:50:37,01/12/2019 09:57:43,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5593,Subscriber,1993,1,2019,12
433,01/12/2019 09:50:44,01/12/2019 09:57:58,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,2272,Subscriber,1982,1,2019,12
208,01/12/2019 09:51:01,01/12/2019 09:54:30,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,6151,Subscriber,1995,1,2019,12
622,01/12/2019 09:51:15,01/12/2019 10:01:38,177,University Park,42.36264779,-71.10006094,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,3041,Customer,1992,1,2019,12
2461,01/12/2019 09:51:26,01/12/2019 10:32:27,81,Chinatown T Stop,42.352409,-71.062679,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,5314,Customer,1977,1,2019,12
1801,01/12/2019 09:51:41,01/12/2019 10:21:42,401,High St at Cypress St,42.32538436,-71.12177596,47,Cross St at Hanover St,42.362811,-71.056067,3548,Subscriber,1981,1,2019,12
731,01/12/2019 09:51:46,01/12/2019 10:03:58,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,2650,Subscriber,1997,1,2019,12
3265,01/12/2019 09:51:47,01/12/2019 10:46:13,398,75 Binney St,42.36550729,-71.0801376,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,3533,Customer,1969,0,2019,12
869,01/12/2019 09:52:06,01/12/2019 10:06:36,78,Union Square - Somerville,42.37967148,-71.0954931,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,4042,Customer,1992,1,2019,12
399,01/12/2019 09:53:04,01/12/2019 09:59:43,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3977,Subscriber,1991,1,2019,12
684,01/12/2019 09:53:08,01/12/2019 10:04:33,137,Magoun Square at Trum Field,42.398365,-71.107818,71,Conway Park - Somerville Avenue,42.383405,-71.107593,4923,Subscriber,1990,2,2019,12
657,01/12/2019 09:53:22,01/12/2019 10:04:20,137,Magoun Square at Trum Field,42.398365,-71.107818,71,Conway Park - Somerville Avenue,42.383405,-71.107593,5927,Subscriber,1990,2,2019,12
374,01/12/2019 09:53:28,01/12/2019 09:59:42,385,Albany St at E. Brookline St,42.33664795,-71.0689446,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,6140,Subscriber,1985,1,2019,12
1840,01/12/2019 09:54:29,01/12/2019 10:25:10,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,36,Copley Square - Dartmouth St at Boylston St,42.34992828,-71.07739207,6099,Subscriber,1999,1,2019,12
428,01/12/2019 09:54:51,01/12/2019 10:02:00,21,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,342,Boylston St at Jersey St,42.34465063,-71.09732501,5319,Subscriber,1962,1,2019,12
236,01/12/2019 09:55:52,01/12/2019 09:59:48,413,Kennedy-Longfellow School 158 Spring St,42.36955298,-71.08579015,107,Ames St at Main St,42.3625,-71.08822,4387,Subscriber,1993,1,2019,12
300,01/12/2019 09:55:52,01/12/2019 10:00:52,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,3345,Subscriber,1993,1,2019,12
580,01/12/2019 09:56:22,01/12/2019 10:06:02,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,362,Columbia Rd at Tierney Community Center,42.33023071,-71.05060093,2071,Subscriber,1989,1,2019,12
543,01/12/2019 09:57:30,01/12/2019 10:06:34,184,Sidney Research Campus/ Erie Street at Waverly,42.35775309,-71.10393405,189,Kendall T,42.36242784,-71.08495474,2548,Subscriber,1992,1,2019,12
318,01/12/2019 09:58:04,01/12/2019 10:03:22,20,Aquarium T Stop - 200 Atlantic Ave,42.35991176,-71.05142981,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,2297,Subscriber,1991,1,2019,12
80,01/12/2019 09:58:27,01/12/2019 09:59:47,117,Binney St / Sixth St,42.36608797,-71.08633604,185,Third at Binney,42.36544486,-71.08277142,4456,Subscriber,1969,1,2019,12
698,01/12/2019 09:58:51,01/12/2019 10:10:29,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,374,Tremont St at Hamilton Pl,42.35668335,-71.06166646,2316,Subscriber,1980,1,2019,12
432,01/12/2019 09:59:38,01/12/2019 10:06:51,161,W Broadway at D St,42.3391085,-71.0514432,24,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,4685,Subscriber,1988,1,2019,12
270,01/12/2019 09:59:40,01/12/2019 10:04:10,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,2190,Subscriber,1995,2,2019,12
517,01/12/2019 09:59:49,01/12/2019 10:08:26,139,Dana Park,42.36178044,-71.10809952,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,5884,Subscriber,1995,1,2019,12
429,01/12/2019 09:59:59,01/12/2019 10:07:08,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,6011,Subscriber,1996,1,2019,12
889,01/12/2019 09:59:59,01/12/2019 10:14:49,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,224,Fresh Pond Reservation,42.38267828,-71.14347895,2661,Subscriber,1996,1,2019,12
1060,01/12/2019 10:01:24,01/12/2019 10:19:05,33,Kenmore Square,42.348706,-71.097009,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,2980,Subscriber,1999,1,2019,12
719,01/12/2019 10:01:24,01/12/2019 10:13:23,408,Edgerly Education Center,42.38717463,-71.08714389,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,3568,Subscriber,1987,1,2019,12
563,01/12/2019 10:01:49,01/12/2019 10:11:12,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,3801,Subscriber,1992,1,2019,12
512,01/12/2019 10:02:01,01/12/2019 10:10:34,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,5215,Subscriber,1981,1,2019,12
977,01/12/2019 10:02:13,01/12/2019 10:18:31,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,107,Ames St at Main St,42.3625,-71.08822,5822,Subscriber,1994,2,2019,12
1471,01/12/2019 10:02:51,01/12/2019 10:27:22,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,11,Longwood Ave at Binney St,42.338629,-71.1065,6044,Subscriber,1972,2,2019,12
219,01/12/2019 10:03:13,01/12/2019 10:06:52,407,Craigie at Summer St,42.38363402,-71.10855814,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,5013,Subscriber,1993,1,2019,12
220,01/12/2019 10:03:39,01/12/2019 10:07:19,26,Washington St at Waltham St,42.34155985,-71.06886953,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,5210,Subscriber,1969,1,2019,12
240,01/12/2019 10:03:50,01/12/2019 10:07:50,26,Washington St at Waltham St,42.34155985,-71.06886953,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,4209,Subscriber,1974,1,2019,12
663,01/12/2019 10:04:06,01/12/2019 10:15:10,57,Massachusetts Ave at Columbus Ave,42.34054262,-71.08138848,359,One Brigham Circle,42.3339227,-71.10446509,3545,Subscriber,1995,2,2019,12
372,01/12/2019 10:04:18,01/12/2019 10:10:31,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5440,Subscriber,1997,1,2019,12
133,01/12/2019 10:04:19,01/12/2019 10:06:32,137,Magoun Square at Trum Field,42.398365,-71.107818,239,Community Path at Cedar Street,42.39407224,-71.11133695,3175,Subscriber,1985,1,2019,12
318,01/12/2019 10:04:21,01/12/2019 10:09:40,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,5291,Subscriber,1993,1,2019,12
544,01/12/2019 10:05:14,01/12/2019 10:14:18,4,Tremont St at E Berkeley St,42.345392,-71.069616,157,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,4145,Subscriber,1991,1,2019,12
541,01/12/2019 10:05:34,01/12/2019 10:14:35,169,Edwards Playground - Main St at Eden St,42.378965,-71.068607,356,Charlestown Navy Yard,42.37412455,-71.054812,2921,Customer,1996,2,2019,12
2349,01/12/2019 10:05:42,01/12/2019 10:44:52,194,Broadway St at Mt Pleasant St,42.38614141,-71.0782814,86,Brookline Village - Station Street at MBTA,42.33274392,-71.11626681,6096,Customer,1969,0,2019,12
1237,01/12/2019 10:05:47,01/12/2019 10:26:24,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,4,Tremont St at E Berkeley St,42.345392,-71.069616,6108,Subscriber,1987,2,2019,12
1077,01/12/2019 10:05:53,01/12/2019 10:23:50,39,Washington St at Rutland St,42.3385146,-71.07404083,369,Boston Public Market,42.36254854,-71.05737358,5537,Subscriber,1993,1,2019,12
262,01/12/2019 10:05:56,01/12/2019 10:10:19,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,2057,Subscriber,1988,1,2019,12
894,01/12/2019 10:06:04,01/12/2019 10:20:58,156,Somerville Hospital,42.39678589,-71.10237297,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,4484,Subscriber,1984,2,2019,12
1497,01/12/2019 10:06:20,01/12/2019 10:31:17,21,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,121,W Broadway at Dorchester St,42.33595898,-71.046229,2358,Subscriber,1961,1,2019,12
1472,01/12/2019 10:06:29,01/12/2019 10:31:02,21,Prudential Center - 101 Huntington Ave,42.34652004,-71.08065777,121,W Broadway at Dorchester St,42.33595898,-71.046229,5984,Subscriber,1962,2,2019,12
429,01/12/2019 10:06:29,01/12/2019 10:13:39,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,361,Deerfield St at Commonwealth Ave,42.34924377,-71.0972821,3942,Subscriber,1999,1,2019,12
280,01/12/2019 10:07:34,01/12/2019 10:12:14,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5853,Subscriber,1995,1,2019,12
1100,01/12/2019 10:08:21,01/12/2019 10:26:42,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,11,Longwood Ave at Binney St,42.338629,-71.1065,3659,Subscriber,1983,1,2019,12
374,01/12/2019 10:09:04,01/12/2019 10:15:18,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,4919,Subscriber,1989,1,2019,12
229,01/12/2019 10:09:20,01/12/2019 10:13:10,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,4,Tremont St at E Berkeley St,42.345392,-71.069616,5277,Subscriber,1963,1,2019,12
395,01/12/2019 10:09:36,01/12/2019 10:16:12,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,11,Longwood Ave at Binney St,42.338629,-71.1065,3852,Subscriber,1973,1,2019,12
239,01/12/2019 10:09:48,01/12/2019 10:13:48,161,W Broadway at D St,42.3391085,-71.0514432,163,The Lawn on D,42.344792,-71.044024,5049,Subscriber,1990,1,2019,12
599,01/12/2019 10:10:39,01/12/2019 10:20:39,23,Boston City Hall - 28 State St,42.35892,-71.057629,163,The Lawn on D,42.344792,-71.044024,5430,Customer,1987,1,2019,12
773,01/12/2019 10:11:02,01/12/2019 10:23:55,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,6149,Subscriber,1987,1,2019,12
418,01/12/2019 10:11:38,01/12/2019 10:18:36,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,99,Wilson Square,42.38567579,-71.11412136,5013,Subscriber,1993,1,2019,12
1415,01/12/2019 10:12:08,01/12/2019 10:35:43,446,700 Commonwealth Ave.,42.34960945,-71.10391524,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,2399,Subscriber,1999,2,2019,12
264,01/12/2019 10:13:40,01/12/2019 10:18:05,334,Mass Ave at Hadley/Walden,42.39120972,-71.12260755,176,Lesley University,42.38674802,-71.11901879,2412,Subscriber,1989,1,2019,12
111,01/12/2019 10:15:05,01/12/2019 10:16:57,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,4532,Subscriber,1998,1,2019,12
383,01/12/2019 10:15:13,01/12/2019 10:21:36,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,25,South End Library - Tremont St at W Newton St,42.341332,-71.076847,5947,Subscriber,1969,2,2019,12
1113,01/12/2019 10:15:54,01/12/2019 10:34:28,173,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,366,Broadway T Stop,42.34278116,-71.05747275,5091,Subscriber,1981,1,2019,12
233,01/12/2019 10:16:05,01/12/2019 10:19:59,407,Craigie at Summer St,42.38363402,-71.10855814,409,Elm St at White St,42.38952436,-71.1169414,3280,Subscriber,1963,1,2019,12
782,01/12/2019 10:16:31,01/12/2019 10:29:34,179,MIT Vassar St,42.35560121,-71.10394478,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,2070,Subscriber,1998,1,2019,12
747,01/12/2019 10:16:51,01/12/2019 10:29:19,179,MIT Vassar St,42.35560121,-71.10394478,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377,3988,Subscriber,2001,1,2019,12
386,01/12/2019 10:17:31,01/12/2019 10:23:57,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,318,Ames St at Broadway,42.3636929,-71.0875672,4905,Subscriber,1993,2,2019,12
278,01/12/2019 10:17:41,01/12/2019 10:22:19,386,Sennott Park  Broadway at Norfolk Street,42.36860524,-71.09930186,189,Kendall T,42.36242784,-71.08495474,4891,Subscriber,1991,1,2019,12
384,01/12/2019 10:17:46,01/12/2019 10:24:10,369,Boston Public Market,42.36254854,-71.05737358,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256,2597,Customer,1969,0,2019,12
497,01/12/2019 10:17:47,01/12/2019 10:26:05,15,Brighton Mills - 370 Western Ave,42.36154571,-71.13776207,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1673,Subscriber,1992,1,2019,12
1142,01/12/2019 10:18:21,01/12/2019 10:37:24,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,318,Ames St at Broadway,42.3636929,-71.0875672,2090,Customer,1975,1,2019,12
294,01/12/2019 10:18:30,01/12/2019 10:23:24,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,3423,Subscriber,1985,1,2019,12
1113,01/12/2019 10:18:47,01/12/2019 10:37:21,152,Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,72,One Broadway / Kendall Sq at Main St / 3rd St,42.36224179,-71.08311072,3561,Subscriber,1953,1,2019,12
347,01/12/2019 10:19:46,01/12/2019 10:25:33,178,MIT Pacific St at Purrington St,42.3595732,-71.10129476,80,MIT Stata Center at Vassar St / Main St,42.36213123,-71.09115601,3475,Subscriber,1995,1,2019,12
1058,01/12/2019 10:19:47,01/12/2019 10:37:26,213,East Boston Neighborhood Health Center - 20 Maverick Square,42.369536,-71.039431,212,Maverick Square - Lewis Mall,42.36884408,-71.03977829,4129,Subscriber,1991,1,2019,12
551,01/12/2019 10:19:55,01/12/2019 10:29:06,139,Dana Park,42.36178044,-71.10809952,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,5296,Subscriber,1991,2,2019,12
588,01/12/2019 10:20:06,01/12/2019 10:29:55,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,363,Harrison Ave at Mullins Way,42.34521562,-71.06384031,3577,Subscriber,1990,2,2019,12
908,01/12/2019 10:20:11,01/12/2019 10:35:19,105,Lower Cambridgeport at Magazine St / Riverside Rd,42.3572185,-71.11387163,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,2684,Subscriber,1975,1,2019,12
920,01/12/2019 10:20:27,01/12/2019 10:35:47,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,4873,Customer,1989,1,2019,12
507,01/12/2019 10:20:34,01/12/2019 10:29:01,179,MIT Vassar St,42.35560121,-71.10394478,107,Ames St at Main St,42.3625,-71.08822,4877,Subscriber,1990,2,2019,12
913,01/12/2019 10:20:36,01/12/2019 10:35:49,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,5204,Customer,1989,1,2019,12
276,01/12/2019 10:20:42,01/12/2019 10:25:19,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877,192,Purchase St at Pearl St,42.354659,-71.053181,2669,Subscriber,1996,1,2019,12
349,01/12/2019 10:20:44,01/12/2019 10:26:34,403,Marion St at Harvard St,42.33978053,-71.1213335,11,Longwood Ave at Binney St,42.338629,-71.1065,4871,Subscriber,1983,0,2019,12
319,01/12/2019 10:20:50,01/12/2019 10:26:09,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5853,Subscriber,1971,1,2019,12
165,01/12/2019 10:20:54,01/12/2019 10:23:39,98,Warren St at Chelsea St,42.371848,-71.060292,356,Charlestown Navy Yard,42.37412455,-71.054812,4870,Subscriber,1993,1,2019,12
282,01/12/2019 10:21:09,01/12/2019 10:25:52,342,Boylston St at Jersey St,42.34465063,-71.09732501,233,St Mary's,42.34619708,-71.10728681,4131,Subscriber,1993,1,2019,12
1348,01/12/2019 10:21:17,01/12/2019 10:43:46,195,Child St at North St,42.37150494,-71.07249312,233,St Mary's,42.34619708,-71.10728681,4918,Subscriber,1981,2,2019,12
984,01/12/2019 10:21:38,01/12/2019 10:38:03,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,377,Perry Park,42.37927325,-71.10341903,5933,Subscriber,1991,1,2019,12
443,01/12/2019 10:21:42,01/12/2019 10:29:06,437,Berkshire Street at Cambridge Street,42.37207658,-71.08995434,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,3938,Subscriber,1992,1,2019,12
1570,01/12/2019 10:22:09,01/12/2019 10:48:19,66,Commonwealth Ave at Griggs St,42.34922469,-71.13275303,42,Boylston St at Arlington St,42.3525878,-71.06764905,5469,Subscriber,1997,2,2019,12
536,01/12/2019 10:22:35,01/12/2019 10:31:31,403,Marion St at Harvard St,42.33978053,-71.1213335,11,Longwood Ave at Binney St,42.338629,-71.1065,5558,Customer,1997,2,2019,12
198,01/12/2019 10:22:38,01/12/2019 10:25:56,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279,3780,Subscriber,1993,1,2019,12
178,01/12/2019 10:22:48,01/12/2019 10:25:46,4,Tremont St at E Berkeley St,42.345392,-71.069616,379,Tremont St at W. Dedham St,42.34254914,-71.07421449,5277,Subscriber,1963,1,2019,12
788,01/12/2019 10:22:48,01/12/2019 10:35:57,149,175 N Harvard St,42.363796,-71.129164,221,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,4426,Customer,1992,1,2019,12
676,01/12/2019 10:22:53,01/12/2019 10:34:10,19,Park Dr at Buswell St,42.347241,-71.105301,370,Dartmouth St at Newbury St,42.35096144,-71.07782811,3623,Subscriber,1990,1,2019,12
1672,01/12/2019 10:23:09,01/12/2019 10:51:01,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,60,Charles Circle - Charles St at Cambridge St,42.36079297,-71.07118962,5235,Subscriber,2000,1,2019,12
422,01/12/2019 10:23:16,01/12/2019 10:30:19,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,335,Harvard St at Greene-Rose Heritage Park,42.36599433,-71.09522222,5789,Subscriber,1989,1,2019,12
325,01/12/2019 10:23:25,01/12/2019 10:28:50,381,Inman Square at Springfield St.,42.37438409,-71.10015746,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,4941,Subscriber,1975,2,2019,12
1139,01/12/2019 10:23:40,01/12/2019 10:42:40,377,Perry Park,42.37927325,-71.10341903,190,Nashua Street at Red Auerbach Way,42.365673,-71.064263,2719,Customer,1993,2,2019,12
535,01/12/2019 10:23:41,01/12/2019 10:32:37,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33624445,-71.08798563,4,Tremont St at E Berkeley St,42.345392,-71.069616,4352,Customer,1998,1,2019,12
1023,01/12/2019 10:23:53,01/12/2019 10:40:57,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,3935,Subscriber,1967,1,2019,12
1244,01/12/2019 10:24:23,01/12/2019 10:45:08,70,Harvard Kennedy School at Bennett St / Eliot St,42.3722168,-71.12188071,404,Mass Ave T Station,42.34135616,-71.08336953,3826,Subscriber,1990,1,2019,12
161,01/12/2019 10:24:41,01/12/2019 10:27:23,31,Seaport Hotel - Congress St at Seaport Ln,42.34881026,-71.04167744,7,Fan Pier,42.35339051,-71.0445714,5748,Subscriber,1988,1,2019,12
864,01/12/2019 10:25:25,01/12/2019 10:39:49,173,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,271,Ashmont T Stop,42.2856944,-71.0641389,2943,Subscriber,1992,1,2019,12
809,01/12/2019 10:26:15,01/12/2019 10:39:44,99,Wilson Square,42.38567579,-71.11412136,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,5466,Subscriber,1989,2,2019,12
453,01/12/2019 10:26:30,01/12/2019 10:34:04,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015,81,Chinatown T Stop,42.352409,-71.062679,4200,Subscriber,1951,1,2019,12
767,01/12/2019 10:26:36,01/12/2019 10:39:24,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,4669,Subscriber,1969,0,2019,12
310,01/12/2019 10:26:40,01/12/2019 10:31:50,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,3294,Subscriber,1998,1,2019,12
624,01/12/2019 10:26:58,01/12/2019 10:37:22,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,4776,Subscriber,1989,2,2019,12
470,01/12/2019 10:27:07,01/12/2019 10:34:57,352,Ring Rd,42.34827839,-71.08044855,385,Albany St at E. Brookline St,42.33664795,-71.0689446,5259,Subscriber,1985,1,2019,12
706,01/12/2019 10:27:28,01/12/2019 10:39:15,9,Commonwealth Ave at Agganis Way,42.35169202,-71.11903489,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,5595,Subscriber,1988,1,2019,12
302,01/12/2019 10:27:30,01/12/2019 10:32:33,332,Harvard Ave at Brainerd Rd,42.34953017,-71.13022771,69,Coolidge Corner - Beacon St at Centre St,42.341598,-71.123338,4972,Subscriber,1994,1,2019,12
